ID;Acari;Agapetus;Allogamus;Ancylus_fluviatilis;Anthomyiidae;Apatania;Asellus;Atherix;Atrichops_crassipes;Baetis;Blepharicera;Boyeria_irene;Bythinella;Caenis;Calopteryx;Cecidomyiidae;Ceraclea_Homilia;Ceratopogoninae;Chalcolestes_viridis;Chimarra;Chironomini;Clinocerinae;Copelatus;Corixinae;Cyphon;Dashyheleinae;Dupophilos;Echinogammarus;Elmis;Ephemera;Ephemerella;Esolus;Eubria;Gyraulus;Habroleptoides;Habrophlebia;Hemerodromiinae;Heptagenidae;Hexatomiini;Holocentropus;Hydraena;Hydrocyphon;Hydrometra;Hydropsyche;Hydroptilidae;Hyporhyacophila;Isogenus_nubecula;Lepidostoma_hirtum;Leptophlebiidae;Leuctra;Limnius;Limoniini;Liponeura;Lymnaea;Macroplea;Marthamea;Mesovelia;Metalype_fragilis;Micrasema;Mystacides;Neureclepsis;Normandia;Oecetis;Ophiogomphus;Orectochilus;Orthocladiinae;Oulimnius;Pacifastacus_lenisculus;Pararhyacophila;Pediciini;Perla;Philopotamus;Physa;Pisidium;Plectrocnemia;Polycentropus;Potamopyrgus_antipodarum;Procloeon;Prodiamesinae;Prosimullini;Psychodidae;Psychomya_pusilla;Radix;Rhagionidae;Rhyacophila;Sericostoma;Silo_Lithax;Simullini;Siphonoperla;Sphaerium;Stenelmis;Tabanidae;Tanypodinae;Tanytarsini;Tipulidae;Boreobdella;Dugesia;Glossiphonia;Haementeria;Haemopis;Oligochaeta;Polycelis
Urumea_Control-Down_2;5;0;0;0;0;0;0;0;0;69;29;0;0;3;0;0;0;2;0;0;3;0;0;0;0;0;0;12;0;0;4;11;0;0;2;0;0;27;0;0;0;4;0;0;0;0;0;0;0;18;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;2;0;0;33;4;0;0;0;1;1;0;0;0;0;0;0;64;0
Urumea_Control-Down_3;11;0;0;0;0;0;0;0;0;47;64;0;0;4;0;0;0;10;0;1;0;0;0;0;0;0;0;5;2;0;1;6;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;11;11;0;2;0;0;0;1;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;493;2;0;0;0;0;1;0;0;0;0;0;0;63;0
Urumea_Control-Mid_1;16;0;0;0;0;0;0;0;0;162;6;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;4;17;0;2;1;0;0;47;1;3;0;0;0;1;0;0;0;0;0;21;31;0;0;0;0;0;0;0;3;0;0;0;0;0;1;15;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3;2;0;0;0;0;3;0;0;0;0;0;0;108;0
Urumea_Control-Mid_2;9;0;0;0;0;0;0;0;0;135;18;0;0;4;0;0;1;4;0;1;3;0;0;0;0;0;0;12;1;0;23;3;0;2;2;0;0;60;0;1;0;3;0;1;2;0;0;2;0;81;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;5;0;0;13;11;0;0;0;2;7;0;0;1;0;0;0;82;0
Urumea_Control-Mid_3;5;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;1;11;0;0;1;0;0;3;0;0;0;0;0;1;0;1;0;0;0;12;20;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;1;0;1;0;0;0;0;0;0;65;0
Urumea_Control-Up_1;10;0;0;0;0;0;0;0;0;94;3;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;2;13;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;18;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0;0;0;0;0;0;42;0
Urumea_Control-Up_2;29;0;0;0;0;0;0;0;0;105;3;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;1;1;0;1;21;0;0;3;0;0;39;0;3;0;3;0;1;0;0;0;0;0;30;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;10;0;0;0;1;0;0;0;0;0;0;0;44;0
Urumea_Control-Up_3;5;1;0;0;0;0;0;0;0;71;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;2;5;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;19;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;5;0;0;0;1;3;0;0;0;0;0;0;28;0
Urumea_Impact-Down_1;3;0;0;0;0;0;0;0;0;5;41;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;23;0;0;0;0;0;0;0;1;0;0;0;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;76;2;0;0;0;0;5;0;0;0;0;0;0;10;0
Urumea_Impact-Down_2;6;4;0;0;0;1;0;0;0;53;4;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;1;2;0;0;5;8;0;0;0;0;0;20;0;1;0;5;0;1;0;0;0;0;0;15;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0;7;0
Urumea_Impact-Down_3;11;3;0;0;0;0;0;0;0;69;5;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;3;1;0;9;0;0;0;3;0;0;15;0;1;0;4;0;1;0;0;0;0;0;32;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;6;11;0;0;0;2;5;0;0;0;0;0;0;54;0
Urumea_Impact-Mid_1;2;0;0;0;0;0;0;0;0;43;9;0;0;3;0;0;0;2;0;0;1;0;0;0;0;0;0;2;0;0;2;4;0;0;0;0;0;33;1;0;1;2;0;4;0;0;0;0;0;27;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;178;2;0;0;0;0;3;0;0;0;0;0;0;13;0
Urumea_Impact-Mid_2;4;0;0;0;0;0;0;0;0;236;3;0;0;6;0;0;1;5;0;2;0;0;0;0;0;0;1;11;0;0;8;31;0;0;4;0;0;114;0;2;3;7;0;2;0;3;0;1;0;63;24;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;21;16;0;0;0;0;3;0;0;1;0;0;0;81;0
Urumea_Impact-Mid_3;5;0;0;0;0;0;0;0;0;63;24;0;0;17;0;0;0;4;0;0;2;0;0;0;0;0;0;4;0;0;12;15;0;0;1;0;0;88;0;0;1;2;0;0;0;0;0;2;0;107;21;0;1;0;0;1;0;0;1;0;0;0;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;106;22;0;0;0;0;15;0;0;0;0;0;0;17;0
Urumea_Impact-Up_1;18;4;0;0;0;0;1;0;0;77;0;0;0;2;0;0;0;3;0;0;9;1;0;0;0;0;0;3;0;0;17;5;0;0;0;0;0;38;0;1;0;0;0;2;0;1;1;0;0;61;7;0;0;0;0;0;0;0;0;0;0;0;1;1;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;22;0;0;0;0;0;0;17;0
Urumea_Impact-Up_2;4;5;0;0;0;0;0;0;0;141;0;0;0;3;0;0;3;1;0;0;2;0;0;0;0;0;3;1;1;0;28;3;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;68;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;27;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;11;0;0;0;0;0;0;9;0
Urumea_Impact-Up_3;31;5;1;0;0;0;0;0;0;112;0;0;0;6;0;0;1;2;0;0;1;0;0;0;0;0;1;5;0;0;20;4;0;0;4;0;0;49;1;0;0;0;0;4;0;0;0;0;0;31;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;21;0;0;0;0;0;0;33;0
